File,Commit SHA,Commit Message,Commit Date
eip-1.md,611981eb554a9669052cdf08f2cb85afc87a3e94,"CI: Add Markdown Linter (#5367)

* Add markdown linter

* Make changes to important files

* Add the thing

* Oof

* Create markdown lint config

* MD003: Force ATX heading style

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD006

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD036

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD043

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD039

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD007

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD027

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD037

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD014

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable rules by default

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD002

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Disable MD045 (sigh)

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Apply suggestions from code review

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Rename .markdownlint.yaml to config/.markdownlint.yaml

* Update ci.yml

* Update config/.markdownlint.yaml

* Re-enable MD022

Co-authored-by: xinbenlv <zzn@zzn.im>

* Rephrase with @xinbenlv's suggestion

Co-authored-by: xinbenlv <zzn@zzn.im>

* Fix markdown again

Co-authored-by: Micah Zoltu <micah@zoltu.net>
Co-authored-by: xinbenlv <zzn@zzn.im>
Co-authored-by: Sam Wilson <sam.wilson@mesh.xyz>",2022-10-21T18:45:54Z
eip-1.md,17e3beae74beb054f88e4579cd571cd3225eca99,"Update EIP-1: Suggest that EIPs use RFC 8174 (updates RFC 2119) (#5466)

* EIP-1: propose to adopt RFC 8174 (updates 2119)

RFC 2119 is updated by 8174. Have we discussed whether or not to adopt 8174?

* Update eip-template.md

* Update eip-template.md

* Update eip-1.md

* Update eip-template.md

* Update EIPS/eip-1.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update eip-template.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update eip-1.md

* Update eip-template.md

* Update eip-1.md

* Apply suggestions from code review

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-10-08T01:26:27Z
eip-1.md,1b3dea585fab1ac75daf66b03ca33581068c9986,"Update EIP-1: Fix outdated links (#5706)

* Update eip-1.md

* Update eip-1.md

@xinbenlv, I didn't quite understand what you meant
like this?",2022-09-26T15:20:53Z
eip-1.md,09d5d123b21a74a0b27f511c8b59e2b1c7b3dc8d,Update EIP-1: Fix that stupid Jekyll/Markdown bug (#5642),2022-09-16T16:35:22Z
eip-1.md,d30a6c4693a0a9a586350a861173e39bb27a634b,"Revert ""Add adoptable field (#5463)"" (#5532)

This reverts commit d3946d119155e1c730df3307203ca1f50f124bc7.",2022-08-24T20:46:10Z
eip-1.md,d3946d119155e1c730df3307203ca1f50f124bc7,"Add adoptable field (#5463)

* Add resuscitatable field

* Add EIP-1 description

* Update EIPS/eip-1.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-1.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update eip-template.md

* Update eip-1.md

* Clear up what is considered ""abandoned""

* Update eip-template.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-08-24T14:32:12Z
eip-1.md,4f5609769c69a00b23a1469084e99dce7f733411,"Removes MicahZoltu as EIP editor. (#5418)

Context: We now have other editors who are relatively active so the response time for authors isn't as bad as it used to be (a week vs a year).  It also sounds like the process for consensus changes will be moving over to the executable specs repository in the near future and since that is the piece I care most about, I am less concerned now than I used to be about the EIP process remaining credibly neutral.",2022-08-07T13:21:08Z
eip-1.md,3788a5c31dcdba5a6453758b46eeb17eb6ba17af,EIP-5069: EIP editor handbook in EIP form (#5069),2022-06-28T15:56:01Z
eip-1.md,f4c4860cb6f0e6d501265c96439ebc990c47527d,"Include myself in the editor list of EIP-1 (#5156)

* Include myself in the editor list

* Alphabetical order",2022-06-18T12:19:38Z
eip-1.md,ec0b6167c01e4db6ae20ff181fffc78ea6823c01,"EIP-1: Mark sections that are optional as optional (closes #5112) (#5118)

* Mark sections that are optional as optional (closes #5112)

* Apply suggestions from code review

Co-authored-by: Micah Zoltu <micah@zoltu.net>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-1.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* s/severity/consequences

Co-authored-by: Micah Zoltu <micah@zoltu.net>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-06-14T15:51:44Z
eip-1.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1.md,15bcd27b66cc3cc1a685c220678ea23d4106d332,Discourage 'standard' in EIP titles & descriptions (closes #5009) (#5026),2022-05-05T07:41:41Z
eip-1.md,a8542520e87859ad8aa3e0e5d7ac8712ada9c8ef,"Remove mention of rationale containing ""proof of consensus"". (#4951)

We have a pretty strict policy that EIPs are purely technical standards and *NOT* the place to establish (or prove) consensus.  There are many EIPs that have not achieved consensus and they are perfectly valid technical standards, even though they are not implemented in Ethereum today.",2022-03-30T21:12:27Z
eip-1.md,3062736369de16dd01acb9cdc5ea21757f9a994f,"Advise against external links & add myself as an active editor (#4872)

* Add myself as an active editor

* Advise against external links",2022-03-07T09:04:28Z
eip-1.md,dc87d9e1a8c9bf26146f319d702fea158c77ebeb,Remove line breaks in unordered list (#4838),2022-02-23T06:52:01Z
eip-1.md,767512e6c75cb6dd2b2cefb6c1f9c2e3c5f92b4c,Fix a typo in eip-1.md (#4634),2022-01-06T10:00:28Z
eip-1.md,d723acb87b8f4c00ea5f388111625e21f98b4b3d,Update 'ERC#' to 'EIP#' for consistent documentation of EIPs in EIP-1 (#4625),2022-01-06T09:07:47Z
eip-100.md,d6dfa555be623ff71f1f4b205aba8ffa2bc278dd,Fix author fields (#2065),2019-05-23T20:23:03Z
eip-100.md,7038c5f9b9a4845ee1bf5301c2b0ee800ec181e1,"Add pages for each EIP type, improve listing tables with links",2018-03-21T15:55:18Z
eip-100.md,4938bcbf911f1175ccf0a28aaaf7154b7b796105,Lowercase all frontmatter keys,2018-03-21T12:51:05Z
eip-100.md,cdc9c981e9131426a15868c914be34928eec8cc9,Fixed headers for existing EIPs to be conformant YAML frontmatter,2018-03-20T15:10:58Z
eip-100.md,9783ecdff7fa5d897d5e862a933e1a68a1a043e5,"EIP-100 is already active on the mainnet, so its status should be Final",2017-12-01T22:13:52Z
eip-100.md,00230328ec847663df0a62b563210cdd562c5440,Replace a METROPOLIS with BYZANTIUM,2017-11-20T11:08:59Z
eip-100.md,a6fe8b4755963e1ad80ce5246591d3a7b02463a0,EIP 100: add references,2017-08-15T19:45:39Z
eip-100.md,04886529d494e88628d0d302426356e70399c6c8,EIP 100: specify only the chosen version,2017-08-15T19:42:16Z
eip-100.md,e136656ccabab0c04b3874e72abe085cdb7e75d2,add preamble to EIP 100,2017-08-15T15:36:05Z
eip-100.md,0aa35f0e058557a340541f7f867ba7beb05fbe39,create file for EIP 100,2017-08-15T15:34:17Z
eip-101.md,05f0b25666c91b761d0d82129c5fb3a670c113df,"Update author format to preferred name + GitHub username format, Vitalik (#4559)",2021-12-19T01:32:27Z
eip-101.md,f72a24f2fd985ec7c2fe6bc32efccedd7fc16f61,"(bot 1272989785) moving EIPS/eip-101.md to stagnant (#4226)

PR 4226 with changes to EIPS/eip-101.md was created on 
	(2021-Sep-26th@05.53.14)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17T01:16:39Z
eip-101.md,20c80846149b8c21f5d288f6e6da68bf5bc77a40,"EIP 101 is draft, not active",2018-03-23T16:57:53Z
eip-101.md,7038c5f9b9a4845ee1bf5301c2b0ee800ec181e1,"Add pages for each EIP type, improve listing tables with links",2018-03-21T15:55:18Z
eip-101.md,4938bcbf911f1175ccf0a28aaaf7154b7b796105,Lowercase all frontmatter keys,2018-03-21T12:51:05Z
eip-101.md,cdc9c981e9131426a15868c914be34928eec8cc9,Fixed headers for existing EIPs to be conformant YAML frontmatter,2018-03-20T15:10:58Z
eip-101.md,47c2bd984a0a71691b2b513037f83433e99f3536,added draft for eip 101,2015-11-21T10:30:46Z
eip-1010.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1010.md,6bf32e331f86f37378f49c8013015eca5f042d2b,"(bot 1272989785) moving EIPS/eip-1010.md to stagnant (#3987)

PR 3987 with changes to EIPS/eip-1010.md was created on 
	(2021-Sep-19th@01.4.12)
which is before the cutoff date of 
	(2021-Sep-26th@01.7.25)
i.e. 2 weeks ago",2021-10-10T01:08:57Z
eip-1010.md,2f86b445faefc8a451045f09993d1228fbd79a91,"EIP 1010: Uniformity Between Two Addresses (#1010)

* Create eip-draft_uniformity_between_0xAb5801a7D398351b8bE11C439e05C5B3259aeC9B_and_0x15E55EF43efA8348dDaeAa455F16C43B64917e3c.md

* Fix typo

* Use pull request ID as tentative EIP

I think this might fix the Travis CI build errors

* Update and rename eip-draft_uniformity_between_0xAb5801a7D398351b8bE11C439e05C5B3259aeC9B_and_0x15E55EF43efA8348dDaeAa455F16C43B64917e3c.md to eip-1010.md",2018-04-19T13:22:15Z
eip-1011.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1011.md,47adf2d0465a6016fa02c6dab7011a1b6955d681,Fix a typo in eip-1011.md (#4654),2022-01-11T04:43:34Z
eip-1011.md,709459968d77d2ffe4ae73464d3256350a407901,"(bot 1272989785) moving EIPS/eip-1011.md to stagnant (#3988)

PR 3988 with changes to EIPS/eip-1011.md was created on 
	(2021-Sep-19th@01.4.21)
which is before the cutoff date of 
	(2021-Sep-26th@01.7.25)
i.e. 2 weeks ago",2021-10-10T01:08:51Z
eip-1011.md,15f61ed0fda82ec86d8d6a872f6b874816f03d96,"Adds rule to EIP-1 that references to other EIPs must use relative path format and the first reference must be linked. (#2947)

I have gone through and updated all existing EIPs to match this rule, including EIP-1.

In some cases, people were using markdown citations, I suspect because the long-form was a bit verbose to inline.  Since the relative path is quite short, I moved these to inline but I wouldn't be opposed to putting them back to citation format if that is desired by the authors.

In doing the migration/cleanup, I found some EIP references to EIPs that don't actually exist.  In these cases I tried to excise the reference from the EIP as best I could.

It is worth noting that the Readme actually already had this rule, it just wasn't expressed properly in EIP-1 and the ""Citation Format"" section of the readme I think caused people a bit of confusion (when citing externally, you should use the citation format).",2020-09-30T04:22:43Z
eip-1011.md,af982f1470624791da334b09d3e4f2e4de5e1265,Run spelling checks on CI (#2040),2019-05-19T06:54:10Z
eip-1011.md,3d1d348b86c1739f081ddd6a6607e208aa0191fb,"Automatically merged updates to draft EIP(s) 1011


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-09-27T19:38:16Z
eip-1011.md,46927c516f6dda913cbabb0beb44a3f19f02c0bb,"Automatically merged updates to draft EIP(s) 1011


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing draft EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-05-16T03:06:30Z
eip-1011.md,1fd4fb8d28b1960b214d7810eeef285731ba39b7,"Automatically merged updates to draft EIP(s) 1011


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing draft EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-05-05T02:24:00Z
eip-1011.md,2142d096347c9573e09253d43b86e3df96a524cc,"Automatically merged updates to draft EIP(s) 1011


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing draft EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-04-24T02:32:55Z
eip-1011.md,622e6471eb22a3f39028fea6a2d9ae86de1c51d8,"Hybrid Casper FFG (#1011)

* Hybrid Casper FFG EIP

* [hybrid-casper-ffg] add EIP version number and rename file

* [hybrid-casper-ffg] fix broken sighash link",2018-04-20T13:21:20Z
eip-1013.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1013.md,dee0122a7cf6a19c8ba0115ba34202b0e03c7db3,"Update EIP to refer to Ethereum Mainnet, wording as per EIP-2228 (#4537)",2022-03-24T01:38:17Z
eip-1013.md,15f61ed0fda82ec86d8d6a872f6b874816f03d96,"Adds rule to EIP-1 that references to other EIPs must use relative path format and the first reference must be linked. (#2947)

I have gone through and updated all existing EIPs to match this rule, including EIP-1.

In some cases, people were using markdown citations, I suspect because the long-form was a bit verbose to inline.  Since the relative path is quite short, I moved these to inline but I wouldn't be opposed to putting them back to citation format if that is desired by the authors.

In doing the migration/cleanup, I found some EIP references to EIPs that don't actually exist.  In these cases I tried to excise the reference from the EIP as best I could.

It is worth noting that the Readme actually already had this rule, it just wasn't expressed properly in EIP-1 and the ""Citation Format"" section of the readme I think caused people a bit of confusion (when citing externally, you should use the citation format).",2020-09-30T04:22:43Z
eip-1013.md,de54e2b43bd1a40a4b108e167af7baf358183dbb,Ensure hardfork metas depend on eachother (#1795),2019-03-08T15:41:49Z
eip-1013.md,a82f381dca43ab03088d6a825477306110759f6f,Update to use preferred citation format (#1731),2019-03-08T11:17:05Z
eip-1013.md,3c15ef57d69645129c6de135e3e394575dc17b56,Add activation block numbers to Constantinople (#1792),2019-03-01T18:31:33Z
eip-1013.md,958c4c09194c19646b996cc98217d77f78a23d78,Add ethereum.org blog post about constantinople (#1790),2019-02-28T23:55:15Z
eip-1013.md,fde32dfd6b24bac7bfabf6c1ebe3f5a603d5ff4c,Mark Constantinople and all its references Final (#1787),2019-02-28T20:06:29Z
eip-1013.md,7e7fe3c19d8e918ead3ea871ad1da8e75e6a3543,Update to use preferred citation format,2019-01-31T04:43:44Z
eip-1013.md,19bdaa2e50f364ca271f8b2996a6bf8f9afd1aaf,"Automatically merged updates to draft EIP(s) 1013


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-11-25T18:41:15Z
eip-1013.md,f32661d199793356b0c24efad2bdbab68678e2e6,"Automatically merged updates to draft EIP(s) 1013


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-09-19T22:58:33Z
eip-1013.md,4c9c115fd7d8c9a60568d04644cb7f3151b97eda,Add EIPs to eip-1013.md (#1219),2018-07-29T14:16:56Z
eip-1013.md,6325b5418bb6f7db119577cb9a84d133350de8ad,"Constantinople EIP (#1013)

* Create constantinople.md

* Update and rename constantinople.md to eip-1013.md

* Update eip-1013.md

Add EIP-145

* Rename eip-1013.md to EIPS/eip-1013.md",2018-04-20T12:25:39Z
eip-1014.md,15f61ed0fda82ec86d8d6a872f6b874816f03d96,"Adds rule to EIP-1 that references to other EIPs must use relative path format and the first reference must be linked. (#2947)

I have gone through and updated all existing EIPs to match this rule, including EIP-1.

In some cases, people were using markdown citations, I suspect because the long-form was a bit verbose to inline.  Since the relative path is quite short, I moved these to inline but I wouldn't be opposed to putting them back to citation format if that is desired by the authors.

In doing the migration/cleanup, I found some EIP references to EIPs that don't actually exist.  In these cases I tried to excise the reference from the EIP as best I could.

It is worth noting that the Readme actually already had this rule, it just wasn't expressed properly in EIP-1 and the ""Citation Format"" section of the readme I think caused people a bit of confusion (when citing externally, you should use the citation format).",2020-09-30T04:22:43Z
eip-1014.md,0f36ae0f6f0c591469b46b6709fd8ea8362af1c7,"Update EIPs to follow the rules regarding EVM opcodes (as stated in EIP-1) (#2115)

* Update EIPs to follow the rules regarding EVM opcodes (as stated in EIP-1)

* One more case",2020-08-29T04:58:34Z
eip-1014.md,cac8a33f7f0cada488afd85d3ab8fa5d195642af,Fix typo (#1770),2019-03-02T07:51:49Z
eip-1014.md,fde32dfd6b24bac7bfabf6c1ebe3f5a603d5ff4c,Mark Constantinople and all its references Final (#1787),2019-02-28T20:06:29Z
eip-1014.md,cddbb4716601d6c6c1b6e4d678277d9c8954d63b,"Merge pull request #1689 from axic/constantinople-accepted

Mark EIP1014/EIP1052 as accepted (part of Constantinople)",2019-01-22T00:30:16Z
eip-1014.md,80b8f8071076537d99888064c63636a07b40b627,Mark EIP1014/EIP1052 as accepted (part of Constantinople),2019-01-11T11:12:54Z
eip-1014.md,bfdb77e49ad6ec3648eb2f63e8af6a6c37e144c7,"Update eip-1014.md

remove a redundant paren.",2018-11-13T04:53:44Z
eip-1014.md,b3fb4ea6eb90e1cb9fe5566ca624b48ce27422c3,eip1014: added gas to examples,2018-10-02T12:18:07Z
eip-1014.md,edf0f1cafcee0eeb09ce66a131a2f3c279c43411,eip1014: add cost-per-byte to CREATE2,2018-10-02T11:54:42Z
eip-1014.md,53c72c6f136a4441d6fffcbf62b30468d2487cec,fix reviewer comments,2018-09-30T11:57:01Z
eip-1014.md,0e1a240f04d056ed6088ca4c710308c4a74f9992,add example of empty code,2018-09-28T10:17:11Z
eip-1014.md,344dd2b1cc4efa0df87eeaced42fc72cfc2e211e,minor fix,2018-09-28T09:11:24Z
eip-1014.md,f6775aa3b01d06523bcc594834374b0ed918ef70,comment about salt,2018-09-28T09:08:11Z
eip-1014.md,6985e8cc2827b8c7d9bafd1ff4eb7ddcfedae6d8,Updates and examples,2018-09-28T09:05:13Z
eip-1014.md,8aab71aa18f5ce7fd248b3a6262fc25dd541a09f,update eip-1014 according to coredev decision,2018-09-28T08:57:31Z
eip-1014.md,5d9f96ac3ea3cf256dd159aaae6db1db4074f532,"EIP-1014: Use keccak256 name instead of sha3

Do not refer to the hash function as `sha3` because it is SHA3. Use more precise `keccak256` name.",2018-08-31T16:47:26Z
eip-1014.md,b582c6579bc119560d30a8e15b0ede7f302e8c30,"Skinny CREATE2 (#1014)

* Create Skinny_CREATE2.md

* Update Skinny_CREATE2.md

* Update and rename Skinny_CREATE2.md to eip-1014.md

* Update eip-1014.md

* Update eip-1014.md

* Update eip-1014.md

* Update eip-1014.md",2018-06-18T15:42:44Z
eip-1015.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1015.md,144a048fbe5a7a284d16af9601d4e517b6bea422,docs: fix a typo in eip-1015.md (#4670),2022-01-13T10:50:02Z
eip-1015.md,c30847345cc8be028e2a75cc1fa1ce713a7c8fe4,"(bot 1272989785) moving EIPS/eip-1015.md to stagnant (#3989)

PR 3989 with changes to EIPS/eip-1015.md was created on 
	(2021-Sep-19th@01.4.30)
which is before the cutoff date of 
	(2021-Sep-26th@01.7.25)
i.e. 2 weeks ago",2021-10-10T01:08:45Z
eip-1015.md,15f61ed0fda82ec86d8d6a872f6b874816f03d96,"Adds rule to EIP-1 that references to other EIPs must use relative path format and the first reference must be linked. (#2947)

I have gone through and updated all existing EIPs to match this rule, including EIP-1.

In some cases, people were using markdown citations, I suspect because the long-form was a bit verbose to inline.  Since the relative path is quite short, I moved these to inline but I wouldn't be opposed to putting them back to citation format if that is desired by the authors.

In doing the migration/cleanup, I found some EIP references to EIPs that don't actually exist.  In these cases I tried to excise the reference from the EIP as best I could.

It is worth noting that the Readme actually already had this rule, it just wasn't expressed properly in EIP-1 and the ""Citation Format"" section of the readme I think caused people a bit of confusion (when citing externally, you should use the citation format).",2020-09-30T04:22:43Z
eip-1015.md,b241c17b6ab839ec664f08b5201d366a93d4ae88,Remove Deferred from the status list (#2162),2019-07-17T21:35:03Z
