START_DATE,intra_day_vol,Date,Meeting
2016-10-07,0.004902486587904823,2016-10-07,0
2016-10-08,0.008789542378367462,2016-10-08,0
2016-10-09,0.00441339916955984,2016-10-09,0
2016-10-10,0.005676451693355978,2016-10-10,0
2016-10-11,0.008304329488561605,2016-10-11,0
2016-10-12,0.006144120999902351,2016-10-12,0
2016-10-13,0.006079118168096465,2016-10-13,0
2016-10-14,0.004263996024917439,2016-10-14,0
2016-10-15,0.0021543749924947705,2016-10-15,0
2016-10-16,0.0021980499814574185,2016-10-16,0
2016-10-17,0.0031705774995496295,2016-10-17,0
2016-10-18,0.007404199989247801,2016-10-18,0
2016-10-19,0.005676126714469296,2016-10-19,0
2016-10-20,0.005697542964709243,2016-10-20,0
2016-10-21,0.00185472634470531,2016-10-21,0
2016-10-22,0.0030717130337480497,2016-10-22,0
2016-10-23,0.0018059063951077687,2016-10-23,0
2016-10-24,0.0019405406087135658,2016-10-24,0
2016-10-25,0.00834699499114866,2016-10-25,0
2016-10-26,0.006931501131606259,2016-10-26,0
2016-10-27,0.005652960749866917,2016-10-27,0
2016-10-28,0.007199925524911511,2016-10-28,0
2016-10-29,0.01705912217030839,2016-10-29,0
2016-10-30,0.010019574584683673,2016-10-30,0
2016-10-31,0.008440768331907352,2016-10-31,0
2016-11-01,0.010317678854421372,2016-11-01,0
2016-11-02,0.005921077789474583,2016-11-02,0
2016-11-03,0.0050979988793906994,2016-11-03,0
2016-11-04,0.00455504250926998,2016-11-04,0
2016-11-05,0.0037260206911839218,2016-11-05,0
2016-11-06,0.002209354169801019,2016-11-06,0
2016-11-07,0.0030142492656203175,2016-11-07,0
2016-11-08,0.00349185669157687,2016-11-08,0
2016-11-09,0.011877800979876204,2016-11-09,0
2016-11-10,0.0031460422177578633,2016-11-10,0
2016-11-11,0.005703754084204197,2016-11-11,0
2016-11-12,0.009539236055750286,2016-11-12,0
2016-11-13,0.006479773904466622,2016-11-13,0
2016-11-14,0.005090550244955349,2016-11-14,0
2016-11-15,0.00513584917727286,2016-11-15,0
2016-11-16,0.005546033920965314,2016-11-16,0
2016-11-17,0.004963333615443433,2016-11-17,0
2016-11-18,0.009401493184893027,2016-11-18,0
2016-11-19,0.004975981762982172,2016-11-19,0
2016-11-20,0.0032000662605667796,2016-11-20,0
2016-11-21,0.003649925760021671,2016-11-21,0
2016-11-22,0.009067596392911898,2016-11-22,0
2016-11-23,0.0036411437238669086,2016-11-23,0
2016-11-24,0.009706520134722006,2016-11-24,0
2016-11-25,0.007285040944694448,2016-11-25,0
2016-11-26,0.0034835388313935794,2016-11-26,0
2016-11-27,0.00850133004190833,2016-11-27,0
2016-11-28,0.005172691113368019,2016-11-28,0
2016-11-29,0.014331930753259208,2016-11-29,0
2016-11-30,0.008325461037626216,2016-11-30,0
2016-12-01,0.004922536624534655,2016-12-01,0
2016-12-02,0.016434924496691997,2016-12-02,0
2016-12-03,0.009578421692916173,2016-12-03,0
2016-12-04,0.008817182151289798,2016-12-04,0
2016-12-05,0.010561604957233342,2016-12-05,0
2016-12-06,0.03149763573828266,2016-12-06,0
2016-12-07,0.018800735980849158,2016-12-07,0
2016-12-08,0.012261526700879849,2016-12-08,0
2016-12-09,0.010376447784817323,2016-12-09,0
2016-12-10,0.0046252260071322675,2016-12-10,0
2016-12-11,0.004599132910538569,2016-12-11,0
2016-12-12,0.0094847700821115,2016-12-12,0
2016-12-13,0.004468074884593441,2016-12-13,0
2016-12-14,0.0038851548956351867,2016-12-14,0
2016-12-15,0.0068901281274455885,2016-12-15,0
2016-12-16,0.004320586660362081,2016-12-16,0
2016-12-17,0.009305123052551033,2016-12-17,0
2016-12-18,0.00686985409268241,2016-12-18,0
2016-12-19,0.003623144895998148,2016-12-19,0
2016-12-20,0.005640923494559665,2016-12-20,0
2016-12-21,0.005585014267066113,2016-12-21,0
2016-12-22,0.01141487301423627,2016-12-22,0
2016-12-23,0.011392651089933033,2016-12-23,0
2016-12-24,0.008460916172608166,2016-12-24,0
2016-12-25,0.005914375563458423,2016-12-25,0
2016-12-26,0.00631457339548652,2016-12-26,0
2016-12-27,0.006857550770569529,2016-12-27,0
2016-12-28,0.011839331090974679,2016-12-28,0
2016-12-29,0.015248678943198852,2016-12-29,0
2016-12-30,0.00731113298012374,2016-12-30,0
2016-12-31,0.0053774427671288245,2016-12-31,0
2017-01-01,0.01121092021219756,2017-01-01,0
2017-01-02,0.007859124322845135,2017-01-02,0
2017-01-03,0.018859737929993972,2017-01-03,0
2017-01-04,0.014976235663797416,2017-01-04,0
2017-01-05,0.024795789649571957,2017-01-05,0
2017-01-06,0.01858974725751011,2017-01-06,0
2017-01-07,0.01141141334228125,2017-01-07,0
2017-01-08,0.007376554891750194,2017-01-08,0
2017-01-09,0.010504605795460508,2017-01-09,0
2017-01-10,0.0072106571804021885,2017-01-10,0
2017-01-11,0.013078462229429365,2017-01-11,0
2017-01-12,0.010836740148057827,2017-01-12,0
2017-01-13,0.008380579367572962,2017-01-13,0
2017-01-14,0.003908923052375933,2017-01-14,0
2017-01-15,0.003051667404406449,2017-01-15,0
2017-01-16,0.004144585266497199,2017-01-16,0
2017-01-17,0.008955232219229179,2017-01-17,0
2017-01-18,0.009238622008156729,2017-01-18,0
2017-01-19,0.0040388444679455,2017-01-19,0
2017-01-20,0.005077958628896141,2017-01-20,0
2017-01-21,0.005799067266226929,2017-01-21,0
2017-01-22,0.004188467790713684,2017-01-22,0
2017-01-23,0.003499331377724332,2017-01-23,0
2017-01-24,0.003951820215753895,2017-01-24,0
2017-01-25,0.0027534840770764477,2017-01-25,0
2017-01-26,0.0037208390645932982,2017-01-26,0
2017-01-27,0.002534354970601481,2017-01-27,0
2017-01-28,0.0025729830996872563,2017-01-28,0
2017-01-29,0.0019157350364692998,2017-01-29,0
2017-01-30,0.003590707229103784,2017-01-30,0
2017-01-31,0.00255993043337734,2017-01-31,0
2017-02-01,0.003942339956519324,2017-02-01,0
2017-02-02,0.0025089643581892884,2017-02-02,0
2017-02-03,0.0033459838701989375,2017-02-03,0
2017-02-04,0.0060983384091982725,2017-02-04,0
2017-02-05,0.0034684601962012827,2017-02-05,0
2017-02-06,0.003143480710627186,2017-02-06,0
2017-02-07,0.0027534092873712293,2017-02-07,0
2017-02-08,0.005231924034441505,2017-02-08,0
2017-02-09,0.008374352215178564,2017-02-09,0
2017-02-10,0.006973968822328389,2017-02-10,0
2017-02-11,0.003562019363870563,2017-02-11,0
2017-02-12,0.002324612275541771,2017-02-12,0
2017-02-13,0.00388770176325492,2017-02-13,0
2017-02-14,0.01427853541552833,2017-02-14,0
2017-02-15,0.005688197614951142,2017-02-15,0
2017-02-16,0.00420154201760628,2017-02-16,0
2017-02-17,0.0031356451130737425,2017-02-17,0
2017-02-18,0.0031235099511876985,2017-02-18,0
2017-02-19,0.0018089445761104892,2017-02-19,0
2017-02-20,0.004658353864795716,2017-02-20,0
2017-02-21,0.004566322287081069,2017-02-21,0
2017-02-22,0.002901562696089519,2017-02-22,0
2017-02-23,0.004088167304090948,2017-02-23,0
2017-02-24,0.008003642335305292,2017-02-24,0
2017-02-25,0.0065636844870468475,2017-02-25,0
2017-02-26,0.007552565823380849,2017-02-26,0
2017-02-27,0.006704037055042859,2017-02-27,0
2017-02-28,0.017930288659045647,2017-02-28,0
2017-03-01,0.012995997663615425,2017-03-01,0
2017-03-02,0.016704459155798615,2017-03-02,0
2017-03-03,0.020544133602699587,2017-03-03,0
2017-03-04,0.007007413670385052,2017-03-04,0
2017-03-05,0.011439675548281533,2017-03-05,0
2017-03-06,0.006595234379105181,2017-03-06,0
2017-03-07,0.0075493098662587155,2017-03-07,0
2017-03-08,0.014582570338538898,2017-03-08,0
2017-03-09,0.01686645356895378,2017-03-09,0
2017-03-10,0.016560179718239032,2017-03-10,0
2017-03-11,0.011132491290403964,2017-03-11,0
2017-03-12,0.021735878506066664,2017-03-12,0
2017-03-13,0.03379758617843435,2017-03-13,0
2017-03-14,0.01776139365444224,2017-03-14,0
2017-03-15,0.016134499407092513,2017-03-15,0
2017-03-16,0.03918244281082421,2017-03-16,0
2017-03-17,0.05817876572907261,2017-03-17,0
2017-03-18,0.03889648145566882,2017-03-18,0
2017-03-19,0.041198387536851795,2017-03-19,0
2017-03-20,0.014505086988544249,2017-03-20,0
2017-03-21,0.00864917679267821,2017-03-21,0
2017-03-22,0.013730202248561406,2017-03-22,0
2017-03-23,0.01032766391757426,2017-03-23,0
2017-03-24,0.015518790653347166,2017-03-24,0
2017-03-25,0.02072307916864766,2017-03-25,0
2017-03-26,0.009375403464259892,2017-03-26,0
2017-03-27,0.006283772346647337,2017-03-27,0
2017-03-28,0.006855718553665968,2017-03-28,0
2017-03-29,0.010116052996530692,2017-03-29,0
2017-03-30,0.005499795571363639,2017-03-30,0
2017-03-31,0.01391970465908201,2017-03-31,0
2017-04-01,0.00714111445446411,2017-04-01,0
2017-04-02,0.010789563209645421,2017-04-02,0
2017-04-03,0.02585422276837589,2017-04-03,0
2017-04-04,0.01592624533479088,2017-04-04,0
2017-04-05,0.01127937757846659,2017-04-05,0
2017-04-06,0.011571656367804904,2017-04-06,0
2017-04-07,0.009642142999391359,2017-04-07,0
2017-04-08,0.01299698952768864,2017-04-08,0
2017-04-09,0.006615381407616127,2017-04-09,0
2017-04-10,0.003980224753243874,2017-04-10,0
2017-04-11,0.004921388377774167,2017-04-11,0
2017-04-12,0.011023294738686707,2017-04-12,0
2017-04-13,0.012219156684112447,2017-04-13,0
2017-04-14,0.008577953869766949,2017-04-14,0
2017-04-15,0.007493436672181565,2017-04-15,0
2017-04-16,0.0050998275466299274,2017-04-16,0
2017-04-17,0.004504635329958332,2017-04-17,0
2017-04-18,0.0044198800220520765,2017-04-18,0
2017-04-19,0.007927856144893091,2017-04-19,0
2017-04-20,0.006673037662941228,2017-04-20,0
2017-04-21,0.0040931523001092795,2017-04-21,0
2017-04-22,0.0027317228366106868,2017-04-22,0
2017-04-23,0.002653232309916657,2017-04-23,0
2017-04-24,0.0037276588436148087,2017-04-24,0
2017-04-25,0.0023058971092155545,2017-04-25,0
2017-04-26,0.006949417855574341,2017-04-26,0
2017-04-27,0.014707513424307117,2017-04-27,0
2017-04-28,0.024466608360622536,2017-04-28,0
2017-04-29,0.014378622745955097,2017-04-29,0
2017-04-30,0.01155865736872548,2017-04-30,0
2017-05-01,0.016103953271038734,2017-05-01,0
2017-05-02,0.01337481848434153,2017-05-02,0
2017-05-03,0.010499146626128341,2017-05-03,0
2017-05-04,0.01761126597585455,2017-05-04,0
2017-05-05,0.021900000961627947,2017-05-05,0
2017-05-06,0.009628833758600778,2017-05-06,0
2017-05-07,0.008175244442880732,2017-05-07,0
2017-05-08,0.014737593034685983,2017-05-08,0
2017-05-09,0.026800840190142814,2017-05-09,0
2017-05-10,0.012799349400309972,2017-05-10,0
2017-05-11,0.007623828325209315,2017-05-11,0
2017-05-12,0.01742589690266216,2017-05-12,0
2017-05-13,0.009045779141518297,2017-05-13,0
2017-05-14,0.004654837454529966,2017-05-14,0
2017-05-15,0.008942377760722988,2017-05-15,0
2017-05-16,0.007472860365786528,2017-05-16,0
2017-05-17,0.009656840246148799,2017-05-17,0
2017-05-18,0.011959044825238154,2017-05-18,0
2017-05-19,0.0189040976912671,2017-05-19,0
2017-05-20,0.013576025523111655,2017-05-20,0
2017-05-21,0.02063838600064627,2017-05-21,0
2017-05-22,0.0520507814431458,2017-05-22,0
2017-05-23,0.023270079414779595,2017-05-23,0
2017-05-24,0.013345628808221063,2017-05-24,0
2017-05-25,0.030704472814034805,2017-05-25,0
2017-05-26,0.03261815517728524,2017-05-26,0
2017-05-27,0.04640324891994157,2017-05-27,0
2017-05-28,0.02276481565453719,2017-05-28,0
2017-05-29,0.017875785424615938,2017-05-29,0
2017-05-30,0.02644973783723233,2017-05-30,0
2017-05-31,0.015776874519532025,2017-05-31,0
2017-06-01,0.016464332107386702,2017-06-01,0
2017-06-02,0.010853415227492292,2017-06-02,0
2017-06-03,0.007191383711268101,2017-06-03,0
2017-06-04,0.007889345337495426,2017-06-04,0
2017-06-05,0.0050181587404761925,2017-06-05,0
2017-06-06,0.012012132500126876,2017-06-06,0
2017-06-07,0.008462331875181575,2017-06-07,0
2017-06-08,0.005863599536830587,2017-06-08,0
2017-06-09,0.007537000624930321,2017-06-09,0
2017-06-10,0.014767763690161632,2017-06-10,0
2017-06-11,0.01560446355005021,2017-06-11,0
2017-06-12,0.03277432509147507,2017-06-12,0
2017-06-13,0.0159581619762033,2017-06-13,0
2017-06-14,0.017877860429507602,2017-06-14,0
2017-06-15,0.04977681125198397,2017-06-15,0
2017-06-16,0.020704055186695276,2017-06-16,1
2017-06-17,0.007552108261792629,2017-06-17,0
2017-06-18,0.017118285882015066,2017-06-18,0
2017-06-19,0.007566099837570207,2017-06-19,0
2017-06-20,0.013030525274499454,2017-06-20,0
2017-06-21,0.02864570124375036,2017-06-21,0
2017-06-22,0.014647031855166989,2017-06-22,0
2017-06-23,0.005477073986375722,2017-06-23,0
2017-06-24,0.015491949925252805,2017-06-24,0
2017-06-25,0.02319916715722308,2017-06-25,0
2017-06-26,0.03597504588693789,2017-06-26,0
2017-06-27,0.03089805515760073,2017-06-27,0
2017-06-28,0.02527970543434766,2017-06-28,0
2017-06-29,0.012917275684234038,2017-06-29,0
2017-06-30,0.017840125809746386,2017-06-30,1
2017-07-01,0.01567623446095191,2017-07-01,0
2017-07-02,0.0179127490096446,2017-07-02,0
2017-07-03,0.008042314588508459,2017-07-03,0
2017-07-04,0.007443971471071139,2017-07-04,0
2017-07-05,0.011118447293695785,2017-07-05,0
2017-07-06,0.00871175432149496,2017-07-06,0
2017-07-07,0.012527563785180735,2017-07-07,0
2017-07-08,0.013273732709546755,2017-07-08,0
2017-07-09,0.005736316808728906,2017-07-09,0
2017-07-10,0.011568647052423052,2017-07-10,0
2017-07-11,0.037198510504652026,2017-07-11,0
2017-07-12,0.02106310753145445,2017-07-12,0
2017-07-13,0.018046482127681885,2017-07-13,0
2017-07-14,0.015240299432253121,2017-07-14,1
2017-07-15,0.013393791927779244,2017-07-15,0
2017-07-16,0.04310804702572698,2017-07-16,0
2017-07-17,0.025755234469477,2017-07-17,0
2017-07-18,0.03338221051922238,2017-07-18,0
2017-07-19,0.03457039157803356,2017-07-19,0
2017-07-20,0.026651751271134297,2017-07-20,0
2017-07-21,0.01784789811261476,2017-07-21,0
2017-07-22,0.01036391742515832,2017-07-22,0
2017-07-23,0.009506128670730543,2017-07-23,0
2017-07-24,0.004819462353692609,2017-07-24,0
2017-07-25,0.018503271562599507,2017-07-25,0
2017-07-26,0.014628536805075205,2017-07-26,0
2017-07-27,0.00798478609099247,2017-07-27,0
2017-07-28,0.008897771407725855,2017-07-28,1
2017-07-29,0.016599528931833443,2017-07-29,0
2017-07-30,0.009697643273799373,2017-07-30,0
2017-07-31,0.00817061238726492,2017-07-31,0
2017-08-01,0.01570907223000397,2017-08-01,0
2017-08-02,0.007576085286274503,2017-08-02,0
2017-08-03,0.005364209167727709,2017-08-03,0
2017-08-04,0.004849149594217685,2017-08-04,0
2017-08-05,0.015153233253523217,2017-08-05,0
2017-08-06,0.01291682294651863,2017-08-06,0
2017-08-07,0.008721521852074783,2017-08-07,0
2017-08-08,0.008805956776540124,2017-08-08,0
2017-08-09,0.01977944637900955,2017-08-09,0
2017-08-10,0.009047893788397194,2017-08-10,0
2017-08-11,0.007028263047309381,2017-08-11,1
2017-08-12,0.007140573047164044,2017-08-12,0
2017-08-13,0.012365081623412441,2017-08-13,0
2017-08-14,0.007731539014363335,2017-08-14,0
2017-08-15,0.009473278555808687,2017-08-15,0
2017-08-16,0.007075982344044853,2017-08-16,0
2017-08-17,0.006611509654859555,2017-08-17,0
2017-08-18,0.008200761379233876,2017-08-18,0
2017-08-19,0.008478499219397254,2017-08-19,0
2017-08-20,0.004306883883705277,2017-08-20,0
2017-08-21,0.015126137678649372,2017-08-21,0
2017-08-22,0.01810383163211651,2017-08-22,0
2017-08-23,0.0055892257256136176,2017-08-23,0
2017-08-24,0.003500084523804844,2017-08-24,0
2017-08-25,0.005411402634167931,2017-08-25,1
2017-08-26,0.004033674997481076,2017-08-26,0
2017-08-27,0.005436534617152106,2017-08-27,0
2017-08-28,0.00532494890765545,2017-08-28,0
2017-08-29,0.007572420340866622,2017-08-29,0
2017-08-30,0.008487104949874156,2017-08-30,0
2017-08-31,0.003964978968145579,2017-08-31,0
2017-09-01,0.004817078994854789,2017-09-01,0
2017-09-02,0.02153138911308202,2017-09-02,0
2017-09-03,0.011771041869818557,2017-09-03,0
2017-09-04,0.028286471605224163,2017-09-04,0
2017-09-05,0.022527462014974523,2017-09-05,0
2017-09-06,0.01332177420639131,2017-09-06,0
2017-09-07,0.008174974443569762,2017-09-07,0
2017-09-08,0.017397167349994913,2017-09-08,1
2017-09-09,0.009581605915723155,2017-09-09,0
2017-09-10,0.01079046305508973,2017-09-10,0
2017-09-11,0.011297275136424537,2017-09-11,0
2017-09-12,0.012618224525726288,2017-09-12,0
2017-09-13,0.017593791605787962,2017-09-13,0
2017-09-14,0.02568645266178751,2017-09-14,0
2017-09-15,0.04056272216415839,2017-09-15,0
2017-09-16,0.0197589013080736,2017-09-16,0
2017-09-17,0.011482006075120841,2017-09-17,0
2017-09-18,0.01680585894186935,2017-09-18,0
2017-09-19,0.012174932042748124,2017-09-19,0
2017-09-20,0.0076318104928393814,2017-09-20,0
2017-09-21,0.011808940538705298,2017-09-21,0
2017-09-22,0.012293218201144292,2017-09-22,1
2017-09-23,0.009902923411225475,2017-09-23,0
2017-09-24,0.011591248425963308,2017-09-24,0
2017-09-25,0.007599942138765412,2017-09-25,0
2017-09-26,0.004670869036271293,2017-09-26,0
2017-09-27,0.006546969552202764,2017-09-27,0
2017-09-28,0.006114300223532574,2017-09-28,0
2017-09-29,0.011732492247980755,2017-09-29,0
2017-09-30,0.004735916739765945,2017-09-30,0
2017-10-01,0.0032769005909270535,2017-10-01,0
2017-10-02,0.004188682937850607,2017-10-02,0
2017-10-03,0.005309398697532989,2017-10-03,0
2017-10-04,0.0037922662910914832,2017-10-04,0
2017-10-05,0.004744367610216776,2017-10-05,0
2017-10-06,0.003527298720038245,2017-10-06,0
2017-10-07,0.006002161630741191,2017-10-07,0
2017-10-08,0.0021132669617995223,2017-10-08,0
2017-10-09,0.008154749597000983,2017-10-09,0
2017-10-10,0.005004007301788648,2017-10-10,0
2017-10-11,0.003403505007870818,2017-10-11,0
2017-10-12,0.004703250276289761,2017-10-12,0
2017-10-13,0.01570418651265662,2017-10-13,0
2017-10-14,0.006482209511120915,2017-10-14,0
2017-10-15,0.01181487802398136,2017-10-15,0
2017-10-16,0.008977525283225396,2017-10-16,0
2017-10-17,0.008762058066406347,2017-10-17,0
2017-10-18,0.01381761097463971,2017-10-18,0
2017-10-19,0.008118629470598153,2017-10-19,0
2017-10-20,0.0038138005875534104,2017-10-20,0
2017-10-21,0.005669640963372628,2017-10-21,0
2017-10-22,0.005776941086486559,2017-10-22,0
2017-10-23,0.007448133988770108,2017-10-23,0
2017-10-24,0.01818980539260978,2017-10-24,0
2017-10-25,0.008794881635012824,2017-10-25,0
2017-10-26,0.0031666977107148086,2017-10-26,0
2017-10-27,0.004060388709534012,2017-10-27,0
2017-10-28,0.0032000488428178247,2017-10-28,0
2017-10-29,0.006499920562979654,2017-10-29,0
2017-10-30,0.0030480803581815455,2017-10-30,0
2017-10-31,0.003942808676233762,2017-10-31,0
2017-11-01,0.005569156593020777,2017-11-01,0
2017-11-02,0.010329758777869402,2017-11-02,0
2017-11-03,0.006719980613734515,2017-11-03,0
2017-11-04,0.006949859871756181,2017-11-04,0
2017-11-05,0.002742026233479141,2017-11-05,0
2017-11-06,0.006482002756927361,2017-11-06,0
2017-11-07,0.008705856473153549,2017-11-07,0
2017-11-08,0.007465733662876424,2017-11-08,0
2017-11-09,0.008523463006727957,2017-11-09,0
2017-11-10,0.01344841399859095,2017-11-10,0
2017-11-11,0.009253747663001563,2017-11-11,0
2017-11-12,0.008547331295591938,2017-11-12,0
2017-11-13,0.007863386917473491,2017-11-13,0
2017-11-14,0.009167245436858928,2017-11-14,0
2017-11-15,0.006997184473446338,2017-11-15,0
2017-11-16,0.006435202248503915,2017-11-16,0
2017-11-17,0.004098584721935211,2017-11-17,0
2017-11-18,0.0052982404167373764,2017-11-18,0
2017-11-19,0.011345340722995841,2017-11-19,0
2017-11-20,0.0056508672256925675,2017-11-20,0
2017-11-21,0.012279288386874707,2017-11-21,0
2017-11-22,0.004881988007083399,2017-11-22,0
2017-11-23,0.014450060706748572,2017-11-23,0
2017-11-24,0.014307849222787638,2017-11-24,0
2017-11-25,0.01001238336848801,2017-11-25,0
