,0,0
830,Daniel Katzan,Daniel Choi
831,Daniel Katzan,Daniel A. Nagy
832,Daniel Katzan,Daniel Fernandes
833,Daniel Katzan,Daniel Lehrner
834,Daniel Katzan,Daniel Perez
835,Jonathan Otto,Jonathan Verhees
836,Jonathan Otto,Jonathan Le Brun
837,Jonathan Otto,Jonathan Brown
838,Cory,Corey Lin
839,Danno Ferrin,Armani Ferrante
840,Danno Ferrin,Daniel Fernandes
841,Danno Ferrin,Dan Cline
842,Danno Ferrin,Dan Laine
843,Mark Holt,Martin Holst Swende
844,Mark Holt,Markus Keil
845,Mark Holt,Mark Evenson
846,Mark Holt,Mark
847,Mark Holt,Micah Zoltu
848,Mark Holt,Marek Kotewicz
849,Mark Holt,Mark Shields
850,Mark Holt,Mark Vujevits
851,Ricardo Silva,Richard Patel
852,Ricardo Silva,Richard Littauer
853,Ricardo Silva,Gustavo Silva
854,Ricardo Silva,Richard Schumann
855,Ricardo Silva,Richard Hart
856,Ricardo Silva,Ricardo Domingos
857,Saman H. Pasha,Cayman Nava
858,Paul Litvak,Paul Harris
859,Paul Litvak,Paul Lange
860,Philip Schlump,Philip Fan
861,Maksim,jacksoom
862,Maksim,Markus Keil
863,Maksim,Mihai
864,Maksim,Mark
865,Maksim,akiva
866,catcs,caktux
867,catcs,croath
868,catcs,Binacs
869,Robert Zaremba,Robert Edström
870,Jason Frame,Jason Yellick
871,Jason Frame,Jason Carver
872,Jason Frame,Jordan Krage
873,Ruohui Wang,yihuang
874,Ruohui Wang,Wuxiang
875,Gustav Simonsson,Gustavo Silva
876,Martin Holst Swende,Martin Redmond
877,a,ag
878,Pierre Neter,Pierre Grimaud
879,Pierre Neter,Mike Neuder
880,Sachin Kumar Singh,Manoj Kumar
881,Sachin Kumar Singh,Uttam Singh
882,Sachin Kumar Singh,Zachinquarantine
883,Sachin Kumar Singh,Gari Singh
884,Sachin Kumar Singh,Shiming
885,Paul Harris,Paul Lange
886,Paul Harris,Paul Berg
887,matkt,Matt K
888,matkt,caktux
889,matkt,matilote
890,e-danko,Dean
891,David Cai,David Murdoch
892,David Cai,Davide Savazzi
893,David Cai,Defido Coin
894,David Cai,David Mechler
895,David Cai,Daniel Choi
896,David Cai,Dan Cline
897,David Cai,Dan Laine
898,David Cai,David Hwang
899,David Cai,David Dzhalaev
900,zelig,ligi
901,Nikola Madjarevic,Nebojsa Urosevic
902,Park Changwan,Mark Tyneway
903,Park Changwan,Derek Chiang
904,mark.lin,manlio
905,mark.lin,Martin
906,Thomas Bocek,Thomas Taylor
907,Jolly Zhao,Jonny Rhea
908,Jolly Zhao,Joey Zhou
909,Jolly Zhao,Zhou Zhiyao
910,Corey Farwell,Corey Lin
911,michael1011,michaelscheung
912,Yusup,Justus
913,Yusup,sudeep
914,Jarrad Hope,Jorropo
915,needkane,Jesse Tane
916,needkane,emhane
917,evgk,Reg
918,Benoit Verkindt,Ben Kirwin
919,Firescar96,Fire Man
920,Shintaro Kaneko,Shinto C V
921,Roman Mazalov,Roman Koblov
922,Roman Mazalov,Ian Macalinao
923,Roman Mazalov,Alex Mazalov
924,Roman Mazalov,Anton Markelov
925,Roman Mazalov,Roman Vaseev
926,?ukasz Kurowski,?ukasz Zimnoch
927,Ethan Buchman,Ethan Heilman
928,Ethan Buchman,Jonathan Le Brun
929,Ethan Buchman,Ayman Bouchareb
930,Ethan Buchman,Richard Schumann
931,a-sklyarov,makcandrov
932,a-sklyarov,alex.sharov
933,Pedro Novais,Peter Lai
934,Pedro Novais,Pedro Pombeiro
935,Peter (bitfly),Peter Lai
936,Peter (bitfly),Péter Szilágyi
937,Peter (bitfly),Peter Robinson
938,Or Neeman,Freeman Jiang
939,Or Neeman,Noman
940,Or Neeman,Omar Ceja
941,aron,Sarlor
942,aron,Maran
943,aron,gary rong
944,aron,Martin
945,aron,Brion
946,aron,Aron
947,aron,Gary Rong
948,Jason Yellick,Jason Carver
949,Jason Yellick,Dan Kelly
950,Steven Roose,Steven E. Harris
951,Steven Roose,Steven Gregg
952,Steven Roose,terrencecooke
953,Steven Roose,Steven Dee
954,Steven Roose,Steve Ruckdashel
955,Steven Roose,Steve Mieskoski
956,Steven Roose,Steven Schroeder
957,Steven Roose,Stevan Lohja
958,Brent,rene
959,Brent,Brion
960,Sebastian Stammler,Sebastian Bathke
961,Sebastian Stammler,Sebastian Supreme
962,Sebastian Stammler,SebastianDremo
963,Nicolas Gotchac,Nicolas Guillaume
964,Nicolas Gotchac,Nickolay Savchenko
965,Nicolas Gotchac,Nicola Cocchiaro
966,Nicolas Gotchac,Nicolas Feignon
967,Ratan (Rai) Sur,Nathan (Blaise) Bruer
968,Zhang Zhuo,Zhengyan Gao
969,Zhang Zhuo,Sanghee Choi
970,Zhang Zhuo,changhong
971,Zhang Zhuo,Yang Hau
972,Zhang Zhuo,Ziyuan Zhong
973,Zhang Zhuo,Zhenguo Niu
974,Zhang Zhuo,Zhou Zhiyao
975,Alex Sharov,Iskander (Alex) Sharipov
976,Alex Sharov,Alex Mazalov
977,Alex Sharov,Ales Katona
978,Alex Sharov,Alex Nebotov
979,Alex Sharov,alex.sharov
980,Michael de Hoog,Michael Ruminer
981,Michael de Hoog,Miguel Tenorio
982,Michael de Hoog,michaelscheung
983,Dmitriy Fishman,Dmitry Savonin
984,Dmitriy Fishman,Dmitrij Koniajev
985,Dmitriy Fishman,dmitriyselivanov
986,Dmitriy Fishman,Dmitry Zenovich
987,rene,xternet
988,rene,openex
989,rene,rangzen
990,rene,silence
991,rene,emhane
992,rene,Eugene
993,rene,Denver
994,Dean,Delweng
995,Dean,Di Peng
996,Dean,emhane
997,Dean,Denver
998,Ethan Heilman,ferhat elmas
999,Christian Muehlhaeuser,Christian Felde
1000,Pierre Grimaud,Alireza Arjmand
1001,Nicolas Guillaume,Nicola Cocchiaro
1002,Nicolas Guillaume,Nicolas Feignon
1003,Nicolas Guillaume,Lucas Cullen
1004,Michael Ruminer,MadelineMurray
1005,Michael Ruminer,Michelangelo Riccobene
1006,Michael Ruminer,MichaelRiabzev-StarkWare
1007,Michael Ruminer,michaelscheung
1008,Aditya,Aditya Kode
1009,Aditya,Ahmad Bitar
1010,Oleg Kovalov,Alex Mazalov
1011,David Murdoch,David Mechler
1012,David Murdoch,David Chase
1013,David Murdoch,alon muroch
1014,jiang,ag
1015,jiang,xiekeyang
1016,jiang,banteg
1017,jiang,fenghaojiang
1018,jiang,wangxiang
1019,jiang,Hanjiang Yu
1020,jiang,Liang ZOU
1021,jiang,xiyang
1022,jiang,jwasinger
1023,jiang,yihuang
1024,jiang,Wuxiang
1025,jiang,jin
1026,Sebastian Bathke,Sebastian Supreme
1027,Sebastian Bathke,SebastianDremo
1028,Sarlor,aaron
1029,Sarlor,Falco
1030,baizhenxuan,yihuang
1031,Kushagra Sharma,Nischal Sharma
1032,rekyyang,detailyang
1033,rekyyang,xiekeyang
1034,rekyyang,xiyang
1035,rekyyang,FrankWang
1036,rekyyang,foxreymann
1037,rekyyang,Derek Chiang
1038,John Difool,Joseph Cook
1039,John Difool,John Adler
1040,Eduard S,Edward Mack
1041,Eduard S,Edward
1042,Victor Baranov,Victor Deleau
1043,Victor Baranov,Viktor Trón
1044,Victor Baranov,Victor Shyba
1045,Victor Baranov,Timur Badretdinov
1046,Victor Baranov,Vitaly Bogdanov
1047,Victor Baranov,Victor Naumik
1048,Mathijs de Bruin,Jonathan Le Brun
1049,detailyang,lailiuyuan
1050,detailyang,fenghaojiang
1051,detailyang,xiyang
1052,aaron,Maran
1053,aaron,gary rong
1054,aaron,Martin
1055,aaron,Brion
1056,aaron,aaronbuchwald
1057,aaron,Aron
1058,aaron,Gary Rong
1059,Andrew Chiw,andrew
1060,Andrew Chiw,Daniel Choi
1061,Andrew Chiw,Andrew Ashikhmin
1062,shiqinfeng1,zhiqiangxu
1063,shiqinfeng1,Shiming
1064,Joe Clapis,Janos Guljas
1065,Talha Cross,alex.sharov
1066,Roman Koblov,Roman Krasiuk
1067,Roman Koblov,Roman Vaseev
1068,Vie,Tien
1069,arkpar,Maran
1070,arkpar,tsarpaul
1071,arkpar,farwayer
1072,arkpar,Mark
1073,arkpar,sarah
1074,arkpar,akiva
1075,Jaynti Kanani,Natsu Kagami
1076,ayeowch,Zach
1077,ayeowch,racytech
1078,CJ Hare,Jake Haugen
1079,Alexandr Borodulin,Alexander van der Meij
1080,Nimrod Gutman,Noman
1081,Nimrod Gutman,Richard Schumann
1082,Abel Nieto,Alex Nebotov
1083,Nickolay Savchenko,Nicola Cocchiaro
1084,Nickolay Savchenko,Nicolas Feignon
1085,Peter Broadhurst,Peter Lai
1086,Peter Broadhurst,Peter Pratscher
1087,Jia Chenhui,Miya Chen
1088,Jia Chenhui,Jordan Cohen
1089,Jia Chenhui,Alan Chen
1090,Edward Mack,Edward
1091,C. Brown,Brion
1092,C. Brown,Jonathan Brown
1093,C. Brown,Cody Born
1094,Manoj Kumar,Matt Kula
1095,Manoj Kumar,Arun kumar
1096,Manoj Kumar,Manav Darji
1097,Manoj Kumar,Manoj Mamidyala
1098,Jason Carver,George Carder
1099,Jason Carver,John Adler
1100,Sally MacFarlane,Ian Macalinao
1101,Henry,piersy
1102,Henry,Evgeny
1103,Henry,Denver
1104,Uttam Singh,Rajdeep Singh
1105,Uttam Singh,Gari Singh
1106,Simon Dudley,Szymon Kulec
1107,Simon Dudley,John Adler
1108,Maran,Marian OANC?A
1109,Maran,Martin
1110,Maran,am2rican5
1111,Maran,Marius
1112,Maran,Mark
1113,Maran,sarah
1114,Maran,Marian Oancea
1115,Sam,SajZ
1116,Nguyen Kien Trung,Nguyen Sy Thanh Son
1117,Davide Savazzi,David Hwang
1118,Felix Lange,Paul Lange
1119,Or Rikon,Brion
1120,Or Rikon,Peter Robinson
1121,Or Rikon,Gary Rong
1122,fynn.z,Fynn
1123,magooster,Water
1124,magooster,mbaxter
1125,magooster,matilote
1126,Crispin Flowerday,Christian Felde
1127,xternet,mbaxter
1128,xternet,therainisme
1129,Jonathan Verhees,Somnath Banerjee
1130,Jonathan Verhees,Jonathan Le Brun
1131,Jonathan Verhees,Jonathan Brown
1132,Bo Ye,Roc Yu
1133,Giulio M,Giulio rebuffo
1134,Giulio M,julio4
1135,Husam Ibrahim,sarah
1136,Matt K,Matt Gucci
1137,Matt K,Matt Nelson
1138,Martin Redmond,Martin
1139,Martin Redmond,Matt Nelson
1140,Adrian Sutton,Adrian Sabau
1141,Kamil Chodo?a,Daniel Choi
1142,Thomas Jay Rush,Thomas Taylor
1143,kumavis,mars
1144,YaoZengzeng,rangzen
1145,fomotrader,farwayer
1146,Rob Dawson,Mohanson
1147,Jussi Virtanen,Jesse Tane
1148,Jussi Virtanen,Guido Vranken
1149,Janos Guljas,nolash
1150,Janos Guljas,Jaanek Oja
1151,Lorenzo Manacorda,Andrei Maiboroda
1152,jacksoom,xwjack
1153,Freeman Jiang,Frank Li
1154,Freeman Jiang,wangxiang
1155,Freeman Jiang,FrankWang
1156,Freeman Jiang,Derek Chiang
1157,Airead,Arash
1158,Airead,Fire Man
1159,Airead,Alireza Arjmand
1160,Christopher Mckay,Chris Pacia
1161,Christopher Mckay,Christopher Harrison
1162,Richard Patel,Richard Littauer
1163,Richard Patel,Richard Schumann
1164,hydai,Mihai
1165,cui fliter,courtier
1166,andrew,lhendre
1167,andrew,wanderer
1168,ethers,ethersphere
1169,ethers,Water
1170,ethers,terasum
1171,ethers,therainisme
1172,Delweng,Di Peng
1173,Ben Kirwin,Geon Kim
1174,Jonny Rhea,Jordan Cohen
1175,Luke Champine,Luke Yeager
1176,George Hotz,George Carder
1177,George Hotz,George Ornbo
1178,courtier,Yurie
1179,courtier,Groute
1180,Miguel Mota,Miguel Tenorio
1181,DongXi Huang,David Hwang
1182,Qian Bin,Dan Cline
1183,Qian Bin,Dan Laine
1184,int88,tintin
1185,Paul-Armand Verhaegen,Armani Ferrante
1186,Rajdeep Singh,Gari Singh
1187,Felix Yan,Fire Man
1188,Wihan de Beer,Jonathan Le Brun
1189,Wihan de Beer,Roderik van der Veer
1190,Wihan de Beer,Shane Bammel
1191,Wihan de Beer,wanderer
1192,williambannas,willian.eth
1193,Justus,Justin
1194,tzapu,tsarpaul
1195,Victor Deleau,Victor Shyba
1196,Victor Deleau,Victor Naumik
1197,Tim Myers,Greg Myers
1198,Tim Myers,Tim Beiko
1199,salanfe,silence
1200,salanfe,Paul Lange
1201,salanfe,nala
1202,Iskander (Alex) Sharipov,Alexey Sharp
1203,Iskander (Alex) Sharipov,Alexey Sharov
1204,Iskander (Alex) Sharipov,Alex Sharp
1205,Stefan Pingel,Dan Cline
1206,Stefan Pingel,Dan Laine
1207,Bakuchi,Zach
1208,Paul,raulk
1209,Paul,Paul Lange
1210,Paul,Paul Berg
1211,Chris Mckay,Chris Pacia
1212,Chris Mckay,Chris Ziogas
1213,Marian OANC?A,Marian Oancea
1214,willian.eth,williamberman
1215,Jeremy McNevin,Jeremy Schlatter
1216,Sasuke1964,Sasha Duke
1217,xiekeyang,Wuxiang
1218,Steve Waldman,Steve Ruckdashel
1219,Defido Coin,Greg Colvin
1220,Defido Coin,Dave Conroy
1221,Defido Coin,Daniel Choi
1222,Amin Talebi,Antoine Toulme
1223,Amin Talebi,Adam Babik
1224,tsarpaul,Satpal
1225,tsarpaul,raulk
1226,tsarpaul,sarah
1227,Gav Wood,Gavin Goodship
1228,gary rong,yong
1229,noel,nolash
1230,Ratan Rai Sur,Nathan (Blaise) Bruer
1231,Sandra Wang,David Hwang
1232,Sandra Wang,FrankWang
1233,Sandra Wang,Andrea Franz
1234,Dan Melton,Daniel Choi
1235,Dan Melton,Matt Nelson
1236,Dan Melton,Dan Kelly
1237,Arash,nolash
1238,Arash,lash
1239,Arash,sarah
1240,Arash,croath
1241,ethersphere,therainisme
1242,uji,jin
1243,nkbai,lonika
1244,yong,xiyang
1245,yong,ucwong
1246,yong,yihuang
1247,yong,Gary Rong
1248,Ian Macalinao,Ivan Aracki
1249,Ian Macalinao,Dan Cline
1250,Ian Macalinao,Dan Laine
1251,Ian Macalinao,Manoj Mamidyala
1252,Afr Schoe,Adam Schmideg
1253,Afr Schoe,Try Space
1254,Afr Schoe,Brian Schroeder
1255,storyicon,strykerin
1256,storyicon,Brion
1257,storyicon,stormpang
1258,storyicon,Corey Lin
1259,zah,Zach
1260,zah,yoza
1261,zah,lash
1262,Tien,silence
1263,Tien,Di Peng
1264,Tien,jin
1265,Matt Kula,Matt Gucci
1266,Matt Kula,Matt Nelson
1267,Matt Kula,Casey Kuhlman
1268,Jeffery Robert Walsh,Jeff Rossiter
1269,Jiri Peinlich,Dmitry Zenovich
1270,rangzen,Yao Zengzeng
1271,Richard Littauer,Reinhard Schu
1272,Richard Littauer,Richard Schumann
1273,Richard Littauer,Richard Hart
1274,Alexey Sharp,Jeremy Schlatter
1275,George Carder,George Ornbo
1276,George Carder,Jorge Arce-Garro
1277,Kris Shinn,Gari Singh
1278,Kris Shinn,Prince Sinha
1279,zhiqiangxu,Shiming
1280,Joseph Goulden,Joseph Cook
1281,Stein Dekker,Antony Denyer
1282,Stein Dekker,Steven Dee
1283,Stein Dekker,Steven Schroeder
1284,banteg,Water
1285,banteg,mbaxter
1286,Markus Keil,Marius
1287,Markus Keil,Marek Kotewicz
1288,Water,mbaxter
1289,Steven E. Harris,Steven Gregg
1290,Steven E. Harris,Steven Schroeder
1291,Chris Pacia,Chris Ziogas
1292,Nic Jansma,Nischal Sharma
1293,Nic Jansma,Nick Johnson
1294,Devon Bear,Denver
1295,Evgeny Danilenko,Ivan Daniluk
1296,Evgeny Danilenko,Evgeny
1297,Evgeny Danilenko,Evgeny Kolyakov
1298,Ikko Ashimine,Andrew Ashikhmin
1299,Ikko Ashimine,Ikko Eltociear Ashimine
1300,fenghaojiang,wangxiang
1301,fenghaojiang,changhong
1302,Jonathan Le Brun,Nathan (Blaise) Bruer
1303,Leonardo Yvens,leonardchinonso
1304,Leonardo Yvens,Leonard Chinonso
1305,mbaxter,mace
1306,mbaxter,mark-terry
1307,mbaxter,mars
1308,lwh,lash
1309,manlio,matilote
1310,manlio,Noman
1311,manlio,Falco
1312,mace,emhane
1313,mace,FaceHo
1314,Jake Haugen,Luke Yeager
1315,Jake Haugen,Javier Sagredo
1316,silence,lhendre
1317,silence,SilentCicero
1318,Nikita Mescheryakov,Nikita Kryuchkov
1319,Frank Li,Dan Laine
1320,Frank Li,FrankWang
1321,Mike Neuder,Luke Yeager
1322,Usman Saleem,Roman Vaseev
1323,Steven Gregg,Steven Dee
1324,Steven Gregg,Dave McGregor
1325,Steven Gregg,Steven Schroeder
1326,Eugene Lepeico,Eugene
1327,Reinhard Schu,Richard Hart
1328,Dmitry Savonin,Sumit Sarin
1329,Dmitry Savonin,Dmitrij Koniajev
1330,Dmitry Savonin,Dmitry Zenovich
1331,piersy,Adam Spiers
1332,Martin,Brion
1333,Martin,Marius
1334,Martin,Mark
1335,Martin,martin becze
1336,wangxiang,Hanjiang Yu
1337,wangxiang,changhong
1338,wangxiang,dipingxian2
1339,wangxiang,Wuxiang
1340,Peter Lai,Petr Mikusek
1341,Peter Lai,Peter Robinson
1342,Peter Lai,Peter Pratscher
1343,David Mechler,David Chase
1344,David Mechler,Daniel Lehrner
1345,Mark Tyneway,Marian Oancea
1346,Matthew Di Ferrante,Matthew Wampler-Doty
1347,Matthew Di Ferrante,Armani Ferrante
1348,Matthew Di Ferrante,Matthew Halpern
1349,Quest Henkart,Koustubh Sinkar
1350,nolash,omahs
1351,nolash,nala
1352,Brion,Binacs
1353,Brion,Aron
1354,tamirms,Adam Spiers
1355,tamirms,mars
1356,Jaanek Oja,Jano? Gulja?
1357,Nick Kjolsing,Nick Johnson
1358,Nick Kjolsing,Nicolas Feignon
1359,Yao Zengzeng,Wenbiao Zheng
1360,tintin,xinluyin
1361,Marek Moraczy?ski,Marek Kotewicz
1362,Marius,Mark
1363,Marius,Mark Shields
1364,Marius,mars
1365,Ali Atiia,Ali Hajimirza
1366,Alireza Arjmand,Andrea Franz
1367,Alberto Hernandez,Joshua Fernandes
1368,Alberto Hernandez,Daniel Fernandes
1369,Adam Schmideg,Adam Spiers
1370,Adam Schmideg,Ryan Schneider
1371,divergencetech,racytech
1372,gladcow,Elad
1373,Joshua Fernandes,Daniel Fernandes
1374,Joshua Fernandes,John C. Vernaleo
1375,Dave Conroy,Daniel Choi
1376,Dave Conroy,Dave McGregor
1377,Parithosh Jayanthi,Darioush Jalali
1378,Matthew Wampler-Doty,Matthew Halpern
1379,Nikola,Noman
1380,Daniel Choi,Sanghee Choi
1381,Daniel Choi,Daniel A. Nagy
1382,Daniel Choi,David Chase
1383,Daniel Choi,Dan Cline
1384,Daniel Choi,Daniel Lehrner
1385,Daniel Choi,Daniel Perez
1386,Anshul Yadav,Anshal Shukla
1387,shawn,emhane
1388,Armani Ferrante,Daniel Fernandes
1389,Armani Ferrante,Andrea Franz
1390,Roderik van der Veer,Alexander van der Meij
1391,YH-Zhou,Ti Zhou
1392,iszubok,shuo
1393,Andrei Maiboroda,Adrian Sabau
1394,Victor Shyba,Hector Chu
1395,Victor Shyba,Victor Naumik
1396,Joey Zhou,Ti Zhou
1397,Alexey Sharov,Alex Mazalov
1398,Alexey Sharov,Alex Nebotov
1399,Alexey Sharov,alex.sharov
1400,Alexey Sharov,Jeremy Schlatter
1401,stormpang,Noman
1402,stormpang,stompesi
1403,stormpang,formatting
1404,Nischal Sharma,Anshal Shukla
1405,Nischal Sharma,Nishant Das
1406,Nischal Sharma,Richard Schumann
1407,Dave,Denver
1408,zhaochonghe,changhong
1409,zhaochonghe,zcheng9
1410,nicky g,Rick
1411,Vaibhaw,gaia
1412,Guillaume Lethuillier,Guillaume NICOLAS
1413,@edgararout,Edgar Aroutiounian
1414,Flash Sheridan,Tatsuya Shimoda
1415,Noman,emhane
1416,Noman,omahs
1417,Matt Nelson,Mark Evenson
1418,Matt Nelson,battlmonstr
1419,Jordan Krage,Roman Krasiuk
1420,Jordan Krage,Jordan Cohen
1421,Di Peng,David Hwang
1422,Daniel Fernandes,Darrel Herbst
1423,Daniel Fernandes,Rachel Franks
1424,Daniel Fernandes,Daniel Lehrner
1425,Daniel Fernandes,Daniel Perez
1426,Darrel Herbst,Daniel Perez
1427,Ivan Aracki,Ivan Daniluk
1428,Alex Mazalov,Alex Sharp
1429,Alex Mazalov,Alex Nebotov
1430,Adam Spiers,Adam Babik
1431,Fabio Berger,Paul Berg
1432,David Chase,David Hwang
1433,David Chase,David Dzhalaev
1434,Luke Yeager,Luke Montgomery
1435,Dan Cline,Dan Kinsley
1436,Dan Cline,Dan Kelly
1437,Dan Cline,Alan Chen
1438,Mark Evenson,Mohanson
1439,Mark Evenson,Mark Shields
1440,Mark Evenson,Mark Vujevits
1441,Dan Laine,Marian Oancea
1442,Dan Laine,Dan Kinsley
1443,Dan Laine,Paul Lange
1444,Dan Laine,Daniel Lehrner
1445,Dan Laine,Dan Kelly
1446,Adam Babik,Abdelhamid Bakhta
1447,Adam Babik,Adrian Sabau
1448,changhong,chenglin
1449,changhong,Mohanson
1450,changhong,Ziyuan Zhong
1451,changhong,Changyoung Koh
1452,varasev,mars
1453,Corey Lin,Cody Born
1454,Shane Bammel,Kushal Babel
1455,Yurie,Curith
1456,Steven Dee,Steve Mieskoski
1457,Steven Dee,Steven Schroeder
1458,Steven Dee,Stevan Lohja
1459,gaia,akiva
1460,ligi,mulili
1461,Ivan Daniluk,Roman Krasiuk
1462,dmitriyselivanov,Dmitry Zenovich
1463,Eugene,Evgeny
1464,Ahmad Bitar,Abdelhamid Bakhta
1465,Ahmad Bitar,Thad Guidry
1466,Steve Ruckdashel,Steven Schroeder
1467,Rachel Bousfield,Rachel Franks
1468,Tyler Chambers,Tyler Ferrara
1469,xiyang,yihuang
1470,xiyang,Ziyuan Zhong
1471,xiyang,xinluyin
1472,Mateusz Morusiewicz,Mateusz J?drzejewski
1473,Mateusz Morusiewicz,Mateusz J
1474,Jonathan Brown,Mohanson
1475,Nick Johnson,Mohanson
1476,Gari Singh,Prince Sinha
1477,Gari Singh,Pawan Singh Pal
1478,Gari Singh,Gary Rong
1479,Dan DeGreef,Daniel Lehrner
1480,Dan DeGreef,Daniel Perez
1481,Evgeny,Evgeny Kolyakov
1482,omahs,croath
1483,omahs,mars
1484,sarah,1swaraj
1485,Mateusz J?drzejewski,Mateusz J
1486,David Hwang,David Dzhalaev
1487,Anton Markelov,Marcos Antonio Maceo
1488,brendan-kelly,Dan Kelly
1489,Falco,FaceHo
1490,jwasinger,wanderer
1491,chenglin,zcheng9
1492,Ruben Buniatyan,Suhabe Bugrara
1493,Steven Schroeder,Ryan Schneider
1494,Steven Schroeder,Brian Schroeder
1495,racytech,croath
1496,Ryan Schneider,Brian Schroeder
1497,Roman Krasiuk,Roman Vaseev
1498,Prince Sinha,Pawan Singh Pal
1499,Justin,yutianwu
1500,Jay,Jay Guo
1501,Miya Chen,Ziyuan Zhong
1502,Miya Chen,Wenbiao Zheng
1503,Miya Chen,Jordan Cohen
1504,Miya Chen,Alan Chen
1505,Alex Sharp,alex.sharov
1506,Adrian Sabau,Marian Oancea
1507,yihuang,Wuxiang
1508,Marian Oancea,Fabian Raetz
1509,Marian Oancea,martin becze
1510,foxreymann,formatting
1511,Emil,mulili
1512,Micah Zoltu,Ti Zhou
1513,Brian Schroeder,Brandon Harden
1514,Timur Badretdinov,Tim Beiko
1515,Richard Schumann,Richard Hart
1516,Richard Schumann,Ricardo Domingos
1517,Dan Kinsley,Dan Kelly
1518,Paul Lange,Paul Berg
1519,terasum,therainisme
1520,Mark Shields,Mark Vujevits
1521,ValValu,nala
1522,Ziyuan Zhong,Wenbiao Zheng
1523,Lucas Cullen,Lucas Hendren
1524,Daniel Lehrner,Daniel Perez
1525,Jordan Cohen,Alan Chen
